publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Trends in Classics	1866-7473	1866-7481	2009-05-20	1	1	2023-12-31	15	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=1866-7481		1866-7481		fulltext	active, ongoing publication (Hybrid)	De Gruyter	serial								P
UmsatzsteuerRundschau	0341-8669	2194-4180	2005-01-15	54	1	2023-12-31	72	9	https://www.degruyterbrill.com/openurl?genre=journal&issn=2194-4180		2194-4180		fulltext	active, ongoing publication (Partner Title)	Verlag Dr. Otto Schmidt	serial								P
Verkündigung und Forschung	0342-2410	2198-0454	1940-03-14	1	1	2023-12-31	68	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=2198-0454		2198-0454		fulltext	active, ongoing publication (Partner Title)	Gütersloher Verlagshaus	serial								P
Vierteljahrshefte für Zeitgeschichte	0042-5702	2196-7121	2005-03-15	53	1	2023-12-31	71	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=2196-7121		2196-7121		fulltext	active, ongoing publication (Read Only)	De Gruyter Oldenbourg	serial								P
Wittgenstein-Studien	1868-7431	1868-7458	2010-01-01	1	1	2023-12-31	14	1	https://www.degruyterbrill.com/openurl?genre=journal&issn=1868-7458		1868-7458		fulltext	active, ongoing publication (Hybrid, CC BY 4.0)	De Gruyter	yearbook								P
World Political Science	2363-4774	2363-4782	2005-03-20	1	1	2019-10-20	15	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=2363-4782		2363-4782		fulltext	discontinued, perpetual access	De Gruyter	serial								P
Yearbook for European Jewish Literature Studies	2196-6249	2196-6257	2014-03-15		1	2023-12-31	10	1	https://www.degruyterbrill.com/openurl?genre=journal&issn=2196-6257		2196-6257		fulltext	active, ongoing publication (Hybrid)	De Gruyter	yearbook								P
Yearbook of Phraseology	1868-632X	1868-6338	2010-01-01		1	2023-12-31	14	1	https://www.degruyterbrill.com/openurl?genre=journal&issn=1868-6338		1868-6338		fulltext	active, ongoing publication (Hybrid)	De Gruyter	yearbook								P
Yearbook of the German Cognitive Linguistics Association	2197-2788	2197-2796	2013-12-20		1	2023-12-31	11	1	https://www.degruyterbrill.com/openurl?genre=journal&issn=2197-2796		2197-2796		fulltext	active, ongoing publication (Hybrid)	De Gruyter Mouton	yearbook								P
Zeitschrift der Savigny-Stiftung für Rechtsgeschichte: Germanistische Abteilung	0323-4045	2304-4861	1861-08-20	I	1	2023-12-31	140	1	https://www.degruyterbrill.com/openurl?genre=journal&issn=2304-4861		2304-4861		fulltext	active, ongoing publication (Hybrid, CC BY 4.0)	De Gruyter	serial								P
Zeitschrift der Savigny-Stiftung für Rechtsgeschichte: Kanonistische Abteilung	0323-4142	2304-4896	1911-06-20	1	1	2023-12-31	109	1	https://www.degruyterbrill.com/openurl?genre=journal&issn=2304-4896		2304-4896		fulltext	active, ongoing publication (Hybrid, CC BY 4.0)	De Gruyter	serial								P
Zeitschrift der Savigny-Stiftung für Rechtsgeschichte: Romanistische Abteilung	0323-4096	2304-4934	1881-08-20	1	1	2023-12-31	140	1	https://www.degruyterbrill.com/openurl?genre=journal&issn=2304-4934		2304-4934		fulltext	active, ongoing publication (Hybrid, CC BY 4.0)	De Gruyter	serial								P
Zeitschrift für Ägyptische Sprache und Altertumskunde	0044-216X	2196-713X	1863-06-20		1	2023-12-31	150	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=2196-713X		2196-713X		fulltext	active, ongoing publication (Hybrid)	De Gruyter (A)	serial								P
Zeitschrift für Angewandte Linguistik	1433-9889	2190-0191	2010-07-15		52	2023-12-31	2023	79	https://www.degruyterbrill.com/openurl?genre=journal&issn=2190-0191		2190-0191		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter Mouton	serial								P
Zeitschrift für Angewandte Linguistik	1433-9889	2190-0191	2025-01-01	2025	82	2023-12-31	2023	79	https://www.degruyterbrill.com/openurl?genre=journal&issn=2190-0191		2190-0191		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter Mouton	serial								F
Zeitschrift für Anglistik und Amerikanistik	0044-2305	2196-4726	2004-01-15	52	1	2023-12-31	71	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=2196-4726		2196-4726		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter	serial								P
Zeitschrift für Anglistik und Amerikanistik	0044-2305	2196-4726	2025-01-01	73	1	2023-12-31	71	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=2196-4726		2196-4726		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter	serial								F
Zeitschrift für Antikes Christentum / Journal of Ancient Christianity	0949-9571	1612-961X	1997-01-01	1	1	2023-12-31	27	3	https://www.degruyterbrill.com/openurl?genre=journal&issn=1612-961X		1612-961X		fulltext	active, ongoing publication (Hybrid, CC BY 4.0)	De Gruyter	serial								P
Zeitschrift für Assyriologie und Vorderasiatische Archäologie     	0084-5299	1613-1150	1886-01-01	1	Jan	2023-12-31	113	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=1613-1150		1613-1150		fulltext	active, ongoing publication (Hybrid)	De Gruyter	serial								P
Zeitschrift für celtische Philologie	0084-5302	1865-889X	1897-06-20		1	2023-12-31	70	1	https://www.degruyterbrill.com/openurl?genre=journal&issn=1865-889X		1865-889X		fulltext	active, ongoing publication (Hybrid)	De Gruyter	yearbook								P
Zeitschrift für das Privatrecht der Europäischen Union	2364-7205	2364-7213	2003-10-24	1	1	2023-12-31	20	6	https://www.degruyterbrill.com/openurl?genre=journal&issn=2364-7213		2364-7213		fulltext	active, ongoing publication (Partner Title)	Verlag Dr. Otto Schmidt	serial								P
Zeitschrift für die alttestamentliche Wissenschaft	0044-2526	1613-0103	1881-01-01	1	Jan	2023-12-31	135	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=1613-0103		1613-0103		fulltext	active, ongoing publication (Hybrid)	De Gruyter	serial								P
Zeitschrift für die gesamte Strafrechtswissenschaft      	0084-5310	1612-703X	1882-01-01	1	Jan	2023-12-31	135	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=1612-703X		1612-703X		fulltext	active, ongoing publication (Hybrid)	De Gruyter	serial								P
Zeitschrift für die neutestamentliche Wissenschaft 	0044-2615	1613-009X	1900-01-01	1	Jan	2023-12-31	114	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=1613-009X		1613-009X		fulltext	active, ongoing publication (Hybrid)	De Gruyter	serial								P
Zeitschrift für Evangelische Ethik	0044-2674	2197-912X	1957-02-15	1	1	2023-12-31	67	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=2197-912X		2197-912X		fulltext	active, ongoing publication (Partner Title)	Gütersloher Verlagshaus	serial								P
Zeitschrift für germanistische Linguistik	0301-3294	1613-0626	1973-01-01	1	1	2023-12-31	51	3	https://www.degruyterbrill.com/openurl?genre=journal&issn=1613-0626		1613-0626		fulltext	active, ongoing publication (Hybrid)	De Gruyter	serial								P
Zeitschrift für interkulturelle Germanistik	1869-3660	2198-0330	2010-07-31	1	1	2023-12-31	14	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=2198-0330		2198-0330		fulltext	active, ongoing publication (OA by Partner)	transcript Verlag	serial								F
Zeitschrift für interkulturelle Germanistik	1869-3660	2198-0330				2023-12-31	14	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=2198-0330		2198-0330		fulltext	active, ongoing publication (OA by Partner)	transcript Verlag	serial								F
Zeitschrift für Konfliktmanagement	1439-2127	2194-4210	2005-02-15	8	1	2023-12-31	26	6	https://www.degruyterbrill.com/openurl?genre=journal&issn=2194-4210		2194-4210		fulltext	active, ongoing publication (Partner Title)	Verlag Dr. Otto Schmidt	serial								P
Zeitschrift für Kristallographie - Crystalline Materials 	2194-4946	2196-7105	1877-06-20		1	2023-12-31	238	9-10	https://www.degruyterbrill.com/openurl?genre=journal&issn=2196-7105		2196-7105		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter (O)	serial								P
Zeitschrift für Kristallographie - Crystalline Materials 	2194-4946	2196-7105	2025-01-01	240	1-2	2023-12-31	238	9-10	https://www.degruyterbrill.com/openurl?genre=journal&issn=2196-7105		2196-7105		fulltext	active, ongoing publication (S2O, CC BY 4.0)	De Gruyter (O)	serial								F
Zeitschrift für kritische Sozialtheorie und Philosophie	2194-5632	2194-5640	2014-04-15	1	1	2018-10-20	5	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=2194-5640		2194-5640		fulltext	discontinued, perpetual access	De Gruyter	serial								P
Zeitschrift für Physikalische Chemie	0942-9352	2196-7156	1883-01-15		11	2023-12-31	237	9	https://www.degruyterbrill.com/openurl?genre=journal&issn=2196-7156		2196-7156		fulltext	active, ongoing publication (Hybrid)	De Gruyter (O)	serial								P
Zeitschrift für Religionswissenschaft	0943-8610	2194-508X	1993-06-20	1	1	2023-12-31	31	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=2194-508X		2194-508X		fulltext	active, ongoing publication (Hybrid)	De Gruyter	serial								P
Zeitschrift für romanische Philologie	0049-8661	1865-9063	1877-01-01	1	1	2023-12-31	139	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=1865-9063		1865-9063		fulltext	active, ongoing publication (Hybrid)	De Gruyter	serial								P
Zeitschrift für Slawistik	0044-3506	2196-7016	1956-06-20	1	1-4	2023-12-31	68	4	https://www.degruyterbrill.com/openurl?genre=journal&issn=2196-7016		2196-7016		fulltext	active, ongoing publication (Hybrid)	De Gruyter (A)	serial								P
Zeitschrift für Sprachwissenschaft	0721-9067	1613-3706	1982-01-01	1	1	2023-12-31	42	3	https://www.degruyterbrill.com/openurl?genre=journal&issn=1613-3706		1613-3706		fulltext	discontinued, perpetual access	De Gruyter	serial								F
Zeitschrift für Unternehmens- und Gesellschaftsrecht	0340-2479	1612-7048	1972-01-01	1	1	2023-12-31	52	6	https://www.degruyterbrill.com/openurl?genre=journal&issn=1612-7048		1612-7048		fulltext	active, ongoing publication (Read Only)	De Gruyter	serial								P
ZfK - Zeitschrift für Kulturwissenschaften	2197-9103	2197-9111	2007-09-30	1	1	2023-12-01	17	2	https://www.degruyterbrill.com/openurl?genre=journal&issn=2197-9111		2197-9111		fulltext	discontinued, perpetual access	transcript Verlag	serial								P
